,Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Potential Non-Normed Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
16680,DECISION,FINAL,YES,196.0,4.0,0.02,0,0.0,1.0,1.0,0.0,0.0,21.0,18.0,0.66,119.0,3.25,,N,1.55,2.56,0.15,1.45,8,8,0.897,156,3.68,,AJ,1.75,3.63,0.13,1.06,missing,missing
16681,DECISION,GOOD,YES,196.0,3.0,0.015,0,0.0,2.0,1.0,0.0002,1.0,21.0,16.0,0.645,119.0,3.25,,N,1.55,2.56,0.15,1.45,8,7,0.878,807,2.53,,AJ,0.75,1.44,0.75,2.63,missing,missing
16682,DECISION,HARD,YES,196.0,3.0,0.015,0,0.014,4.0,1.0,0.0,0.0,21.0,15.0,0.548,119.0,3.25,,N,1.55,2.56,0.15,1.45,10,10,0.852,202,4.21,N,AJ,1,1.24,0.9,2.66,missing,missing
16683,DECISION,IDEA,YES,196.0,2.0,0.01,0,0.003,3.0,1.0,0.0034,3.0,21.0,15.0,0.609,119.0,3.25,,N,1.55,2.56,0.15,1.45,17,14,0.746,195,2.87,,N,2.06,3.8,0.41,2.39,missing,missing
16684,DECISION,IMPORTANT,YES,196.0,3.0,0.015,0,0.0,0.0,1.0,0.0,0.0,21.0,19.0,0.68,119.0,3.25,,N,1.55,2.56,0.15,1.45,25,17,0.43,369,2.38,,AJ,missing,missing,missing,missing,missing,missing
16685,DECISION,INDECISIVE,NO,196.0,2.0,0.01,missing,0.0,0.0,0.0,0.0,0.0,21.0,20.0,0.695,119.0,3.25,,N,1.55,2.56,0.15,1.45,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
16686,DECISION,MAKE,YES,196.0,15.0,0.077,0,0.003,1.0,1.0,0.0,0.0,21.0,18.0,0.322,119.0,3.25,,N,1.55,2.56,0.15,1.45,14,14,0.761,794,2.89,,V,1.5,2.76,0.5,2.07,missing,missing
16687,DECISION,MIND,YES,196.0,3.0,0.015,0,0.005,4.0,1.0,0.0034,1.0,21.0,15.0,0.563,119.0,3.25,,N,1.55,2.56,0.15,1.45,10,8,0.672,325,2.6,N,N,1.67,1.92,0.78,1.46,missing,missing
16688,DECISION,OPINION,YES,196.0,2.0,0.01,0,0.011,2.0,1.0,0.0146,6.0,21.0,13.0,0.303,119.0,3.25,,N,1.55,2.56,0.15,1.45,23,16,0.569,96,2.29,,N,1.41,3.33,0.27,1.37,missing,missing
16689,DECISION,REASON,YES,196.0,2.0,0.01,0,0.0,1.0,1.0,0.003,4.0,21.0,14.0,0.589,119.0,3.25,,N,1.55,2.56,0.15,1.45,27,21,0.602,241,3.44,G,N,1.76,4.03,0.32,2.11,missing,missing
16690,DECISION,RIGHT,YES,196.0,3.0,0.015,0,0.001,2.0,1.0,0.0,0.0,21.0,17.0,0.645,119.0,3.25,,N,1.55,2.56,0.15,1.45,3,3,0.919,613,3.53,N,AJ,0.33,1.47,1,2.9,missing,missing
16691,DECISION,THINK,YES,196.0,8.0,0.041,0,0.008,5.0,1.0,0.002,3.0,21.0,13.0,0.538,119.0,3.25,,N,1.55,2.56,0.15,1.45,22,17,0.548,433,3.38,,V,2.85,5.01,0.65,2.84,missing,missing
16692,DECISION,TOUGH,YES,196.0,4.0,0.02,0,0.0,0.0,1.0,0.003,1.0,21.0,18.0,0.66,119.0,3.25,,N,1.55,2.56,0.15,1.45,15,14,0.564,36,4,,AJ,1.53,4.78,0.33,1.16,missing,missing
16693,DECISION,WANT,YES,196.0,2.0,0.01,0,0.0,0.0,1.0,0.0,0.0,21.0,19.0,0.685,119.0,3.25,,N,1.55,2.56,0.15,1.45,9,9,0.845,329,2.95,,V,1.78,1.57,0.67,3.22,missing,missing
16771,DECORATION,ARMY,YES,147.0,2.0,0.014,0,0.0,0.0,2.0,0.0,0.0,20.0,17.0,0.702,8.0,5.67,,N,1.17,2.81,0.06,1.09,12,12,0.826,132,6.53,,N,1.67,1.83,0.42,2.29,missing,missing
16772,DECORATION,BALLOON,YES,147.0,3.0,0.02,0,0.0,0.0,2.0,0.0047,2.0,20.0,15.0,0.451,8.0,5.67,,N,1.17,2.81,0.06,1.09,21,19,0.89,10,6.1,,N,1.1,2.99,0.1,1.57,missing,missing
16773,DECORATION,CAKE,YES,147.0,4.0,0.027,0,0.008,2.0,2.0,0.0045,1.0,20.0,15.0,0.471,8.0,5.67,,N,1.17,2.81,0.06,1.09,19,18,0.816,13,6.11,,N,2.79,4.52,0.47,3.39,missing,missing
16774,DECORATION,CHRISTMAS,YES,147.0,9.0,0.061,0,0.024,2.0,2.0,0.0149,2.0,20.0,14.0,0.56,8.0,5.67,,N,1.17,2.81,0.06,1.09,13,10,0.315,27,4.53,,N,0.92,2.59,0.58,1.83,missing,missing
16775,DECORATION,COLOR,YES,147.0,6.0,0.041,0,0.001,2.0,2.0,0.0,0.0,20.0,15.0,0.614,8.0,5.67,,N,1.17,2.81,0.06,1.09,12,12,0.919,141,4.45,,N,3.08,4.29,1,2.66,missing,missing
16776,DECORATION,CREATIVE,YES,147.0,2.0,0.014,0,0.0,0.0,2.0,0.0,0.0,20.0,17.0,0.702,8.0,5.67,,N,1.17,2.81,0.06,1.09,18,14,0.509,49,missing,,AJ,missing,missing,missing,missing,missing,missing
16777,DECORATION,DESIGN,YES,147.0,6.0,0.041,0,0.0,0.0,2.0,0.0012,2.0,20.0,15.0,0.62,8.0,5.67,,N,1.17,2.81,0.06,1.09,17,15,0.776,114,4.13,,V,1.82,2.98,0.35,1.37,missing,missing
16778,DECORATION,FANCY,YES,147.0,2.0,0.014,0,0.0,0.0,2.0,0.005,2.0,20.0,15.0,0.579,8.0,5.67,,N,1.17,2.81,0.06,1.09,19,14,0.576,16,2.78,P,N,2.12,2.34,0.44,1.31,missing,missing
16779,DECORATION,FESTIVE,NO,147.0,3.0,0.02,missing,0.0,0.0,0.0,0.0,0.0,20.0,18.0,0.716,8.0,5.67,,N,1.17,2.81,0.06,1.09,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
16780,DECORATION,FLOWERS,YES,147.0,3.0,0.02,0,0.0,0.0,2.0,0.0116,1.0,20.0,16.0,0.587,8.0,5.67,,N,1.17,2.81,0.06,1.09,20,17,0.612,57,missing,,N,missing,missing,missing,missing,missing,missing
16781,DECORATION,HOLIDAY,YES,147.0,4.0,0.027,0,0.008,2.0,2.0,0.0284,2.0,20.0,14.0,0.39,8.0,5.67,,N,1.17,2.81,0.06,1.09,11,9,0.496,17,3.6,,N,0.82,2,0.36,1.25,missing,missing
16782,DECORATION,HOUSE,YES,147.0,2.0,0.014,0,0.004,3.0,2.0,0.0,0.0,20.0,14.0,0.613,8.0,5.67,,N,1.17,2.81,0.06,1.09,13,13,0.841,591,6.21,,N,1,1.54,0.85,2.68,missing,missing
16783,DECORATION,NICE,YES,147.0,2.0,0.014,0,0.005,2.0,2.0,0.0022,1.0,20.0,15.0,0.579,8.0,5.67,,N,1.17,2.81,0.06,1.09,14,13,0.824,75,2.75,,AJ,2.93,5.08,0.71,2.24,missing,missing
16784,DECORATION,ORNAMENT,YES,147.0,5.0,0.034,0.095,0.0,0.0,2.0,0.0355,3.0,20.0,14.0,0.56,8.0,5.67,,N,1.17,2.81,0.06,1.09,9,2,0.048,4,5.69,,N,missing,missing,missing,missing,missing,missing
16785,DECORATION,PARTY,YES,147.0,30.0,0.204,0,0.002,3.0,2.0,0.0009,1.0,20.0,14.0,0.438,8.0,5.67,,N,1.17,2.81,0.06,1.09,22,20,0.783,216,5.5,T,N,1.29,2.61,0.33,1.53,missing,missing
16786,DECORATION,PRETTY,YES,147.0,16.0,0.109,0,0.003,3.0,2.0,0.0005,1.0,20.0,14.0,0.559,8.0,5.67,,N,1.17,2.81,0.06,1.09,11,10,0.855,107,2.9,,AJ,2.82,2.5,0.91,2.62,missing,missing
16787,DECORATION,STREAMERS,NO,147.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,20.0,18.0,0.716,8.0,5.67,,N,1.17,2.81,0.06,1.09,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
16788,DECORATION,TREE,YES,147.0,5.0,0.034,0,0.03,2.0,2.0,0.001,1.0,20.0,14.0,0.573,8.0,5.67,,N,1.17,2.81,0.06,1.09,21,20,0.755,59,6.62,,N,0.76,1.4,0.76,6.8,missing,missing
16789,DECORATION,WALL,YES,147.0,2.0,0.014,0,0.0,0.0,2.0,0.0002,1.0,20.0,16.0,0.688,8.0,5.67,,N,1.17,2.81,0.06,1.09,23,20,0.739,160,5.85,,N,1.52,3.63,0.38,1.62,missing,missing
16790,DECORATION,WEDDING,YES,147.0,2.0,0.014,0,0.0,0.0,2.0,0.0016,1.0,20.0,16.0,0.675,8.0,5.67,,N,1.17,2.81,0.06,1.09,18,17,0.743,32,5.54,,N,1.56,4.97,0.39,1.86,missing,missing
17183,DENT,ACCIDENT,YES,148.0,12.0,0.081,0,0.008,4.0,3.0,0.0973,2.0,18.0,9.0,0.245,2.0,missing,,N,missing,missing,missing,missing,20,14,0.353,33,4.26,,N,1.69,3.9,0.44,1.69,missing,missing
17184,DENT,BANG,YES,148.0,2.0,0.014,0,0.003,1.0,3.0,0.0014,2.0,18.0,12.0,0.63,2.0,missing,,N,missing,missing,missing,missing,17,12,0.782,7,4.2,G,N,1.57,2.9,0.57,1.38,missing,missing
17185,DENT,BEND,YES,148.0,4.0,0.027,0,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.672,2.0,missing,,N,missing,missing,missing,missing,17,15,0.749,24,3.58,W,V,1.2,1.89,0.4,1.5,missing,missing
17186,DENT,BROKE,YES,148.0,3.0,0.02,0,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.679,2.0,missing,,N,missing,missing,missing,missing,18,14,0.631,72,3.9,W,ADJ,missing,missing,missing,missing,missing,missing
17187,DENT,BUMPER,YES,148.0,3.0,0.02,0,0.0,0.0,3.0,0.1696,5.0,18.0,10.0,0.286,2.0,missing,,N,missing,missing,missing,missing,8,2,0.176,2,missing,,N,1.33,1.91,0.17,1.17,missing,missing
17188,DENT,CAR,YES,148.0,38.0,0.257,0,0.055,5.0,3.0,0.0,0.0,18.0,9.0,0.245,2.0,missing,,N,missing,missing,missing,missing,25,22,0.798,274,6.35,,N,2.5,4.42,0.91,5.52,missing,missing
17189,DENT,CRASH,YES,148.0,6.0,0.041,0,0.011,4.0,3.0,0.0889,4.0,18.0,8.0,0.231,2.0,missing,,N,missing,missing,missing,missing,16,10,0.307,20,4.28,,V,1.29,3.25,0.36,1.48,missing,missing
17190,DENT,CRUSH,YES,148.0,2.0,0.014,0,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.685,2.0,missing,,N,missing,missing,missing,missing,20,14,0.64,4,missing,,V,missing,missing,missing,missing,missing,missing
17191,DENT,DAMAGE,YES,148.0,6.0,0.041,0,0.0,0.0,3.0,0.0117,3.0,18.0,11.0,0.279,2.0,missing,,N,missing,missing,missing,missing,19,16,0.609,33,4.85,,N,2.37,5.99,0.26,1.14,missing,missing
17192,DENT,DING,NO,148.0,9.0,0.061,missing,0.0,0.0,0.0,0.0,0.0,18.0,15.0,0.699,2.0,missing,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
17193,DENT,FENDER,NO,148.0,3.0,0.02,missing,0.0,0.0,0.0,0.0,0.0,18.0,15.0,0.699,2.0,missing,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
17194,DENT,HIT,YES,148.0,2.0,0.014,0,0.002,3.0,3.0,0.0037,2.0,18.0,9.0,0.272,2.0,missing,,N,missing,missing,missing,missing,18,15,0.756,115,4.39,G,V,1.18,2.46,0.47,1.82,missing,missing
17195,DENT,HOLE,YES,148.0,7.0,0.047,0,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.652,2.0,missing,,N,missing,missing,missing,missing,24,22,0.719,58,4.81,,N,0.95,2.45,0.41,2.09,missing,missing
17196,DENT,INDENT,NO,148.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,18.0,15.0,0.699,2.0,missing,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
17197,DENT,MARK,YES,148.0,2.0,0.014,0,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.685,2.0,missing,,N,missing,missing,missing,missing,18,17,0.727,83,4.6,T,N,2.24,5.04,0.18,1.11,missing,missing
17198,DENT,SCRATCH,YES,148.0,12.0,0.081,0.034,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.618,2.0,missing,,N,missing,missing,missing,missing,13,11,0.759,9,5.31,T,V,1.67,3.21,0.42,2.03,0,0
17199,DENT,TEETH,YES,148.0,2.0,0.014,0,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.685,2.0,missing,,N,missing,missing,missing,missing,16,15,0.87,103,6.14,,N,1.67,3.1,0.53,3.25,missing,missing
17200,DENT,WHOLE,YES,148.0,2.0,0.014,0,0.0,0.0,3.0,0.0,0.0,18.0,14.0,0.685,2.0,missing,,N,missing,missing,missing,missing,16,16,0.881,309,3.58,,AJ,1.88,4.41,0.44,1.71,missing,missing
18205,DIRECT,BLUNT,YES,151.0,2.0,0.013,0,0.0,0.0,2.0,0.0029,1.0,17.0,13.0,0.442,129.0,missing,G,V,0.53,1.21,0.13,1.45,20,16,0.651,9,missing,W,ADJ,0.47,1.97,0.12,1.05,missing,missing
18206,DIRECT,BOLD,YES,151.0,3.0,0.02,0,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.488,129.0,missing,G,V,0.53,1.21,0.13,1.45,20,17,0.65,21,missing,G,AJ,1.53,2.53,0.12,1.05,missing,missing
18207,DIRECT,CONTACT,YES,151.0,3.0,0.02,0,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.488,129.0,missing,G,V,0.53,1.21,0.13,1.45,15,15,0.837,63,4.46,T,N,1.13,4.04,0.07,1.18,missing,missing
18208,DIRECT,CURSE,YES,151.0,2.0,0.013,0,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.495,129.0,missing,G,V,0.53,1.21,0.13,1.45,16,11,0.642,11,4.02,,N,missing,missing,missing,missing,missing,missing
18209,DIRECT,FORWARD,YES,151.0,8.0,0.053,0,0.005,2.0,2.0,0.0028,2.0,17.0,11.0,0.343,129.0,missing,G,V,0.53,1.21,0.13,1.45,13,6,0.742,115,missing,,AJ,missing,missing,missing,missing,missing,missing
18210,DIRECT,GO,YES,151.0,2.0,0.013,0,0.001,1.0,2.0,0.0,0.0,17.0,13.0,0.442,129.0,missing,G,V,0.53,1.21,0.13,1.45,14,11,0.895,626,3.33,,V,2.64,2.79,0.73,2.73,missing,missing
18211,DIRECT,HELP,YES,151.0,2.0,0.013,0,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.495,129.0,missing,G,V,0.53,1.21,0.13,1.45,23,22,0.739,311,2.82,,V,1.14,1.68,0.5,2.64,missing,missing
18212,DIRECT,INDIRECT,YES,151.0,18.0,0.119,0.433,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.389,129.0,missing,G,V,0.53,1.21,0.13,1.45,14,8,0.151,21,missing,,AJ,missing,missing,missing,missing,missing,missing
18213,DIRECT,LEAD,YES,151.0,3.0,0.02,0,0.0,0.0,2.0,0.0,0.0,17.0,14.0,0.488,129.0,missing,G,V,0.53,1.21,0.13,1.45,14,14,0.847,129,4.98,W,V,1,1.86,0.29,1.86,missing,missing
18214,DIRECT,LINE,YES,151.0,4.0,0.026,0,0.023,1.0,2.0,0.0176,1.0,17.0,13.0,0.396,129.0,missing,G,V,0.53,1.21,0.13,1.45,18,16,0.536,298,4.65,T,N,0.76,1.86,0.41,1.42,missing,missing
18215,DIRECT,MAIL,YES,151.0,2.0,0.013,0,0.0,0.0,2.0,0.0005,1.0,17.0,13.0,0.482,129.0,missing,G,V,0.53,1.21,0.13,1.45,15,13,0.766,47,4.96,,N,0.86,2.09,0.21,1.4,missing,missing
18216,DIRECT,ORDER,YES,151.0,2.0,0.013,0,0.0,1.0,2.0,0.0,0.0,17.0,13.0,0.482,129.0,missing,G,V,0.53,1.21,0.13,1.45,22,19,0.608,376,3.37,N,N,1.05,2.62,0.42,1.43,missing,missing
18217,DIRECT,POINT,YES,151.0,10.0,0.066,0.024,0.0,0.0,2.0,0.0004,1.0,17.0,13.0,0.422,129.0,missing,G,V,0.53,1.21,0.13,1.45,24,21,0.762,395,4.54,T,N,1.7,5.19,0.52,1.84,0,0
18218,DIRECT,SHOW,YES,151.0,3.0,0.02,0,0.001,1.0,2.0,0.0,0.0,17.0,13.0,0.422,129.0,missing,G,V,0.53,1.21,0.13,1.45,24,23,0.801,287,3.93,G,V,1.52,3.66,0.44,1.86,missing,missing
18219,DIRECT,STRAIGHT,YES,151.0,13.0,0.086,0,0.007,2.0,2.0,0.0097,2.0,17.0,12.0,0.343,129.0,missing,G,V,0.53,1.21,0.13,1.45,12,9,0.542,114,3.89,,AJ,0.91,1.46,0.91,2.18,missing,missing
18220,DIRECT,STRAIGHTFORWARD,NO,151.0,5.0,0.033,missing,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.508,129.0,missing,G,V,0.53,1.21,0.13,1.45,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
18221,DIRECT,UP FRONT,NO,151.0,3.0,0.02,missing,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.508,129.0,missing,G,V,0.53,1.21,0.13,1.45,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
18499,DISCOURAGE,BAD,YES,144.0,2.0,0.014,0,0.002,5.0,5.0,0.0,0.0,20.0,9.0,0.161,9.0,2.89,,V,missing,missing,missing,missing,9,9,0.887,142,3,,AJ,0.33,2.33,0.56,1.99,missing,missing
18500,DISCOURAGE,BEAT,YES,144.0,2.0,0.014,0,0.0,0.0,5.0,0.0,0.0,20.0,14.0,0.258,9.0,2.89,,V,missing,missing,missing,missing,17,16,0.784,68,3.67,G,V,1.25,2.18,0.5,1.74,missing,missing
18501,DISCOURAGE,COWARD,YES,144.0,2.0,0.014,0,0.0,0.0,5.0,0.0,0.0,20.0,14.0,0.258,9.0,2.89,,V,missing,missing,missing,missing,13,12,0.814,7,missing,,N,1.67,1.98,0.25,1.11,missing,missing
18502,DISCOURAGE,DISALLOW,YES,144.0,4.0,0.027,0.014,0.0,0.0,5.0,0.0016,2.0,20.0,12.0,0.21,9.0,2.89,,V,missing,missing,missing,missing,14,8,0.276,0,2.45,,V,2.55,2.33,0.46,1.15,0,0
18503,DISCOURAGE,DISAPPOINT,YES,144.0,2.0,0.014,0.044,0.0,0.0,5.0,0.0078,5.0,20.0,9.0,0.167,9.0,2.89,,V,missing,missing,missing,missing,18,12,0.318,39,3.27,,V,3.39,7.93,0.06,1.01,0,0
18504,DISCOURAGE,DISHEARTEN,NO,144.0,4.0,0.027,missing,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.272,9.0,2.89,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
18505,DISCOURAGE,DISLIKE,YES,144.0,2.0,0.014,0,0.0,1.0,5.0,0.0084,1.0,20.0,13.0,0.244,9.0,2.89,,V,missing,missing,missing,missing,6,4,0.242,14,2.75,,V,1.2,1.24,0.4,1.15,missing,missing
18506,DISCOURAGE,DISPEL,NO,144.0,3.0,0.021,missing,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.272,9.0,2.89,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
18507,DISCOURAGE,DISSUADE,NO,144.0,6.0,0.041,missing,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.272,9.0,2.89,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
18508,DISCOURAGE,DOWN,YES,144.0,3.0,0.021,0,0.001,2.0,5.0,0.0,0.0,20.0,12.0,0.216,9.0,2.89,,V,missing,missing,missing,missing,10,10,0.872,895,3.23,W,AD,0.6,1.52,0.8,2.26,missing,missing
18509,DISCOURAGE,ENCOURAGE,NO,144.0,18.0,0.123,missing,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.272,9.0,2.89,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
18510,DISCOURAGE,FAIL,YES,144.0,3.0,0.021,0,0.001,1.0,5.0,0.0007,2.0,20.0,11.0,0.202,9.0,2.89,,V,missing,missing,missing,missing,21,18,0.735,37,3.23,,V,1.6,4.23,0.3,2.15,missing,missing
18511,DISCOURAGE,FRUSTRATE,YES,144.0,2.0,0.014,0,0.0,1.0,5.0,0.001,1.0,20.0,12.0,0.23,9.0,2.89,,V,missing,missing,missing,missing,15,14,0.687,4,missing,,V,2.53,5.31,0.07,1.02,missing,missing
18512,DISCOURAGE,HATE,YES,144.0,2.0,0.014,0,0.008,1.0,5.0,0.0009,3.0,20.0,11.0,0.209,9.0,2.89,,V,missing,missing,missing,missing,12,8,0.642,42,3.86,,V,1,1.58,0.55,3.2,missing,missing
18513,DISCOURAGE,NEGATIVE,YES,144.0,2.0,0.014,0,0.001,1.0,5.0,0.0013,2.0,20.0,12.0,0.223,9.0,2.89,,V,missing,missing,missing,missing,10,7,0.721,53,missing,,AJ,0.89,1.24,0.33,1.72,missing,missing
18514,DISCOURAGE,NO,YES,144.0,3.0,0.021,0,0.002,2.0,5.0,0.0007,2.0,20.0,11.0,0.196,9.0,2.89,,V,missing,missing,missing,missing,9,5,0.855,2201,3.14,,AD,0.57,1.13,0.71,2.25,missing,missing
18515,DISCOURAGE,PERSUADE,YES,144.0,5.0,0.035,0,0.0,0.0,5.0,0.0006,1.0,20.0,14.0,0.237,9.0,2.89,,V,missing,missing,missing,missing,17,12,0.406,17,2.57,,V,missing,missing,missing,missing,missing,missing
18516,DISCOURAGE,SAD,YES,144.0,3.0,0.021,0,0.006,3.0,5.0,0.0,0.0,20.0,11.0,0.209,9.0,2.89,,V,missing,missing,missing,missing,7,7,0.904,35,3.52,,AJ,1.14,2.09,1,3.27,missing,missing
18517,DISCOURAGE,TALK OUT,NO,144.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.272,9.0,2.89,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
18518,DISCOURAGE,UPSET,YES,144.0,2.0,0.014,0,0.002,2.0,5.0,0.0043,1.0,20.0,11.0,0.209,9.0,2.89,,V,missing,missing,missing,missing,12,11,0.617,14,3.18,T,V,2.5,5.77,0.42,1.12,missing,missing
19240,DOMAIN,ALGEBRA,YES,144.0,2.0,0.014,0,0.002,1.0,1.0,0.0183,1.0,15.0,12.0,0.642,9.0,3.1,,N,1.14,2.37,0.14,1.05,9,8,0.242,2,4.85,,N,1.44,2.95,0.44,1.15,missing,missing
19241,DOMAIN,AREA,YES,144.0,7.0,0.049,0,0.009,2.0,1.0,0.0008,2.0,15.0,9.0,0.356,9.0,3.1,,N,1.14,2.37,0.14,1.05,21,17,0.668,323,3.68,,N,1.47,2.97,0.32,1.25,missing,missing
19242,DOMAIN,EMINENT,NO,144.0,3.0,0.021,missing,0.0,0.0,0.0,0.0,0.0,15.0,14.0,0.684,9.0,3.1,,N,1.14,2.37,0.14,1.05,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
19243,DOMAIN,HOME,YES,144.0,27.0,0.188,0,0.006,1.0,1.0,0.0,0.0,15.0,12.0,0.322,9.0,3.1,,N,1.14,2.37,0.14,1.05,15,15,0.769,547,6.25,,N,1.47,2.12,0.4,1.9,missing,missing
19244,DOMAIN,KING,YES,144.0,3.0,0.021,0,0.007,3.0,1.0,0.0,0.0,15.0,10.0,0.593,9.0,3.1,,N,1.14,2.37,0.14,1.05,8,7,0.906,88,5.54,G,N,1.29,1.59,0.86,3.11,missing,missing
19245,DOMAIN,KINGDOM,YES,144.0,5.0,0.035,0,0.0,0.0,1.0,0.005,3.0,15.0,10.0,0.551,9.0,3.1,,N,1.14,2.37,0.14,1.05,21,17,0.498,216,3.88,,N,1.35,3.66,0.3,1.25,missing,missing
19246,DOMAIN,LAND,YES,144.0,3.0,0.021,0,0.013,2.0,1.0,0.0006,1.0,15.0,10.0,0.53,9.0,3.1,,N,1.14,2.37,0.14,1.05,25,24,0.772,217,6.07,N,N,2.08,5.78,0.28,2.13,missing,missing
19247,DOMAIN,LION,YES,144.0,3.0,0.021,0,0.0,1.0,1.0,0.0004,1.0,15.0,11.0,0.607,9.0,3.1,,N,1.14,2.37,0.14,1.05,15,11,0.743,17,6.14,,N,1.75,2.78,0.83,2.66,missing,missing
19248,DOMAIN,MATH,YES,144.0,4.0,0.028,0,0.013,3.0,1.0,0.0009,1.0,15.0,10.0,0.579,9.0,3.1,,N,1.14,2.37,0.14,1.05,19,18,0.785,4,3.78,,N,2.26,2.56,0.58,4.5,missing,missing
19249,DOMAIN,MINE,YES,144.0,4.0,0.028,0,0.004,2.0,1.0,0.0,0.0,15.0,11.0,0.579,9.0,3.1,,N,1.14,2.37,0.14,1.05,11,9,0.802,59,4.37,N,N,1.22,1.44,0.44,2.2,missing,missing
19250,DOMAIN,NUMBERS,YES,144.0,2.0,0.014,0,0.0,0.0,1.0,0.0065,1.0,15.0,12.0,0.642,9.0,3.1,,N,1.14,2.37,0.14,1.05,15,11,0.469,125,missing,,N,0.5,1.56,0.25,1.1,missing,missing
19251,DOMAIN,PUBLIC,YES,144.0,3.0,0.021,0.02,0.0,0.0,1.0,0.0,0.0,15.0,13.0,0.663,9.0,3.1,,N,1.14,2.37,0.14,1.05,21,18,0.768,438,missing,,N,0.47,1.95,0.11,1.16,0,0
19252,DOMAIN,RANGE,YES,144.0,25.0,0.174,0.026,0.0,0.0,1.0,0.0075,2.0,15.0,11.0,0.273,9.0,3.1,,N,1.14,2.37,0.14,1.05,31,23,0.591,160,2.83,N,N,1.38,5.16,0.15,1.22,0,0
19253,DOMAIN,RULE,YES,144.0,2.0,0.014,0,0.0,0.0,1.0,0.0003,1.0,15.0,12.0,0.649,9.0,3.1,,N,1.14,2.37,0.14,1.05,21,18,0.639,73,2.79,G,N,1.53,2.36,0.26,1.51,missing,missing
19254,DOMAIN,TERRITORY,YES,144.0,8.0,0.056,0,0.0,1.0,1.0,0.0118,3.0,15.0,9.0,0.495,9.0,3.1,,N,1.14,2.37,0.14,1.05,19,12,0.31,31,missing,,N,1.67,2.58,0.07,1.01,missing,missing
20507,ECONOMY,BUDGET,YES,148.0,2.0,0.014,0.027,0.0,0.0,2.0,0.2257,3.0,17.0,11.0,0.233,79.0,missing,,N,missing,missing,missing,missing,12,5,0.118,57,missing,,N,0.78,1.55,0.11,1.01,0,0
