Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Non-Normed Potential Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
THIEF,TAKE,YES,165,2,0.012,0,0.1273,1,0,0.0501,1,11,9,0.49,8,4.83,,,3,2.63,0.55,2.25,11,10,0.665,611,3.2,,,2.55,2.91,0.73,2.42,missing,missing
THIGH,CALF,YES,141,4,0.028,0.048,0.0005,1,0,0.0627,1,11,8,0.317,9,6.74,,,1.18,1.76,0.27,1.13,7,5,0.769,11,5.88,T,N,0.86,1.62,0.43,1.27,1,0.025
THIGH,CHICKEN,YES,141,4,0.028,0,0,0,0,0.023,2,11,8,0.189,9,6.74,,,1.18,1.76,0.27,1.13,29,23,0.597,37,5.79,,,1.8,4.83,0.56,3.12,missing,missing
THIGH,FAT,YES,141,21,0.149,0,0.0024,3,0,0,0,11,7,0.637,9,6.74,,,1.18,1.76,0.27,1.13,16,15,0.787,60,4.8,,,1.47,4.4,0.6,2.77,missing,missing
THIGH,GIRL,YES,141,3,0.021,0,0.0007,1,0,0,0,11,9,0.849,9,6.74,,,1.18,1.76,0.27,1.13,8,8,0.885,220,6.83,,,1.25,1.48,1,2.64,missing,missing
THIGH,HIGH,YES,141,3,0.021,0,0.0006,1,0,0.0005,1,11,9,0.849,9,6.74,,,1.18,1.76,0.27,1.13,11,10,0.813,497,3.62,,,0.73,1.85,0.55,1.92,missing,missing
THIGH,HIP,YES,141,5,0.035,0.067,0,0,0,0.0591,2,11,8,0.182,9,6.74,,,1.18,1.76,0.27,1.13,18,13,0.587,10,6.08,G,N,1.19,2.13,0.19,1.25,0,0
THIGH,KNEE,YES,141,3,0.021,0,0.0124,1,0,0.1846,2,11,8,0.317,9,6.74,,,1.18,1.76,0.27,1.13,14,10,0.43,35,6.78,,,1.83,3.89,0.33,1.22,missing,missing
THIGH,LEG,YES,141,73,0.518,0.012,0.0157,4,0,0.0009,2,11,5,0.219,9,6.74,,,1.18,1.76,0.27,1.13,10,7,0.835,58,6.04,,,1.3,2.38,0.7,2.68,4,0.623
THIGH,MUSCLE,YES,141,5,0.035,0,0.0062,1,0,0.0051,1,11,8,0.182,9,6.74,,,1.18,1.76,0.27,1.13,22,19,0.719,42,6,,,1.6,2.07,0.5,2.04,missing,missing
THIGH,SEXY,YES,141,2,0.014,0,0,0,0,0.0011,1,11,9,0.849,9,6.74,,,1.18,1.76,0.27,1.13,21,18,0.579,2,missing,,,2.63,6.3,0.11,1.3,missing,missing
THIGH,UP,YES,141,2,0.014,0,0.0007,1,0,0.0009,1,11,9,0.849,9,6.74,,,1.18,1.76,0.27,1.13,5,4,0.906,1895,3.8,,,1.2,1.33,1,2.02,missing,missing
THIMBLE,FINGER,YES,156,18,0.115,0,0.0286,2,0,0.0154,1,9,6,0.699,1,5.18,,,2.33,4.13,0,1,12,10,0.682,40,6.2,,,0.73,1.3,0.73,2.1,missing,missing
THIMBLE,METAL,YES,156,3,0.019,0,0,0,0,0,0,9,8,0.917,1,5.18,,,2.33,4.13,0,1,16,16,0.723,61,6.76,,,1.19,2.71,0.56,1.79,missing,missing
THIMBLE,NEEDLE,YES,156,34,0.218,0,0.1581,4,0,0.1289,5,9,3,0.243,1,5.18,,,2.33,4.13,0,1,8,3,0.078,15,5.79,,,2.12,2.17,0.88,2.79,missing,missing
THIMBLE,PIN,YES,156,2,0.013,0,0.0508,4,0,0.0759,3,9,4,0.384,1,5.18,,,2.33,4.13,0,1,15,11,0.272,16,5.81,,,1.14,3.32,0.57,1.48,missing,missing
THIMBLE,PRICK,YES,156,2,0.013,0,0.0028,2,0,0.0297,4,9,4,0.564,1,5.18,,,2.33,4.13,0,1,19,12,0.435,2,missing,,,2.44,0,0.19,0,missing,missing
THIMBLE,SEW,YES,156,46,0.295,0,0.0673,3,0,0.0539,3,9,5,0.269,1,5.18,,,2.33,4.13,0,1,21,18,0.546,6,4.33,,,3.1,7.97,0.57,3.06,missing,missing
THIMBLE,STICK,YES,156,2,0.013,0,0.0043,3,0,0.0009,2,9,5,0.679,1,5.18,,,2.33,4.13,0,1,24,19,0.667,39,6,N,N,1.24,3.6,0.33,1.81,missing,missing
THIMBLE,THREAD,YES,156,22,0.141,0,0.1337,2,0,0.2027,2,9,6,0.282,1,5.18,,,2.33,4.13,0,1,6,4,0.072,15,6.04,G,N,1.33,2.06,0.5,1.63,missing,missing
THIMBLE,THUMB,YES,156,17,0.109,0,0.0162,1,0,0.0296,1,9,7,0.712,1,5.18,,,2.33,4.13,0,1,8,5,0.602,10,6.58,,,0.83,1.84,0.5,1.51,missing,missing
THIN,FAT,YES,119,67,0.563,0.201,0.0584,2,0,0.0307,2,5,1,0.034,92,3.82,G,AJ,1.4,1.67,0.8,2.17,16,12,0.347,60,4.8,,,1.47,4.4,0.6,2.77,2,0.446
THIN,SKINNY,YES,119,16,0.134,0.264,0.129,2,0,0.2359,1,5,2,0.101,92,3.82,G,AJ,1.4,1.67,0.8,2.17,10,6,0.103,9,3.67,,,0.38,1.64,0.38,1.37,2,0.248
THIN,SMALL,YES,119,2,0.017,0,0.008,2,0,0.003,1,5,2,0.218,92,3.82,G,AJ,1.4,1.67,0.8,2.17,9,7,0.771,542,3.98,,,1.88,3.08,0.88,3.46,missing,missing
THIN,TALL,YES,119,4,0.034,0.027,0.0015,1,0,0.0036,2,5,2,0.647,92,3.82,G,AJ,1.4,1.67,0.8,2.17,9,5,0.772,55,4.35,,,1.25,2.53,0.63,1.95,1,0.088
THIN,THICK,YES,119,10,0.084,0.682,0,0,0,0.0152,1,5,3,0.185,92,3.82,G,AJ,1.4,1.67,0.8,2.17,8,6,0.11,67,3.77,G,AJ,0.62,1.65,0.25,1.14,0,0
THING,ANYTHING,YES,143,4,0.028,0,0.0078,3,4,0.0075,2,20,12,0.371,333,3.46,G,N,missing,missing,missing,missing,8,2,0.342,280,missing,,,1.75,0,1,0,missing,missing
THING,BLOB,NO,143,4,0.028,0,0,0,0,0,0,20,16,0.462,333,3.46,G,N,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THING,BOOK,YES,143,2,0.014,0,0,0,4,0,0,20,15,0.448,333,3.46,G,N,missing,missing,missing,missing,15,14,0.912,193,6.09,,,1.57,2.27,0.71,3.11,missing,missing
THING,CAR,YES,143,3,0.021,0,0,0,4,0,0,20,15,0.441,333,3.46,G,N,missing,missing,missing,missing,25,22,0.798,274,6.35,,,2.5,4.42,0.91,5.52,missing,missing
THING,CHAIR,YES,143,2,0.014,0,0,0,4,0,0,20,15,0.448,333,3.46,G,N,missing,missing,missing,missing,14,13,0.956,66,6.12,,,2.46,4.65,0.85,3.75,missing,missing
THING,EVERY,NO,143,2,0.014,0,0,0,0,0,0,20,16,0.462,333,3.46,G,N,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THING,IT,NO,143,22,0.154,0,0,0,0,0,0,20,16,0.462,333,3.46,G,N,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THING,ITEM,YES,143,3,0.021,0.27,0.0038,1,4,0.018,1,20,14,0.252,333,3.46,G,N,missing,missing,missing,missing,11,9,0.287,54,3.93,,,1.36,2.54,0.36,1.08,0,0
THING,MONSTER,YES,143,3,0.021,0,0,0,4,0.0022,3,20,13,0.413,333,3.46,G,N,missing,missing,missing,missing,22,17,0.639,6,5.08,,,1.68,2.4,0.26,1.91,missing,missing
THING,MOVIE,YES,143,2,0.014,0,0.0009,1,4,0,0,20,14,0.427,333,3.46,G,N,missing,missing,missing,missing,21,21,0.848,29,5.85,,,2.19,2.62,0.81,4.77,missing,missing
THING,NOTHING,YES,143,2,0.014,0,0.015,2,4,0.0055,3,20,12,0.378,333,3.46,G,N,missing,missing,missing,missing,15,10,0.419,412,1.88,,,1.62,3.72,0.69,2.36,missing,missing
THING,OBJECT,YES,143,27,0.189,0.412,0.005,2,4,0.0012,2,20,13,0.224,333,3.46,G,N,missing,missing,missing,missing,17,14,0.335,65,5.69,W,V,0.76,2.03,0.35,1.46,0,0
THING,PERSON,YES,143,3,0.021,0,0,0,4,0.0007,1,20,14,0.427,333,3.46,G,N,missing,missing,missing,missing,14,12,0.787,175,6.51,,,1.85,3.23,0.31,1.73,missing,missing
THING,PLACE,YES,143,2,0.014,0,0.0014,2,4,0.0002,1,20,13,0.413,333,3.46,G,N,missing,missing,missing,missing,22,17,0.564,571,3.98,,,1.33,3.25,0.39,2.3,missing,missing
THING,SMALL,YES,143,2,0.014,0,0,0,4,0,0,20,15,0.448,333,3.46,G,N,missing,missing,missing,missing,9,8,0.859,542,3.98,,,1.88,3.08,0.88,3.46,missing,missing
THING,SOMETHING,YES,143,4,0.028,0.014,0.0118,3,4,0.0362,4,20,12,0.203,333,3.46,G,N,missing,missing,missing,missing,11,4,0.081,450,2.68,,,2,2.8,0.63,1.4,0,0
THING,STUFF,YES,143,3,0.021,0,0,0,4,0.0003,1,20,14,0.413,333,3.46,G,N,missing,missing,missing,missing,16,14,0.693,32,3.71,,,0.73,2.39,0.2,1.35,missing,missing
THING,THAT,NO,143,5,0.035,0,0,0,0,0,0,20,16,0.462,333,3.46,G,N,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THING,THERE,YES,143,2,0.014,0,0.0004,2,4,0.0004,1,20,13,0.42,333,3.46,G,N,missing,missing,missing,missing,9,5,0.802,2724,2.12,,,0.5,0,0.5,0,missing,missing
THING,UGLY,YES,143,2,0.014,0,0.0019,1,4,0,0,20,14,0.427,333,3.46,G,N,missing,missing,missing,missing,14,10,0.566,21,3.68,,,1.1,0,0.6,0,missing,missing
THINGS,CLOTHES,YES,132,2,0.015,0,0,0,6,0,0,12,5,0.386,368,missing,,,missing,missing,missing,missing,26,24,0.703,89,6.63,,,1.33,3.19,0.75,3.89,missing,missing
THINGS,CLUTTER,NO,132,2,0.015,0,0,0,0,0,0,12,6,0.401,368,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINGS,ITEMS,NO,132,9,0.068,0,0,0,0,0,0,12,6,0.401,368,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINGS,JUNK,YES,132,4,0.03,0,0.0696,2,6,0.0089,1,12,3,0.045,368,missing,,,missing,missing,missing,missing,19,18,0.877,8,5.43,T,N,1.37,4.61,0.37,1.35,missing,missing
THINGS,LOST,YES,132,2,0.015,0,0,0,6,0,0,12,5,0.386,368,missing,,,missing,missing,missing,missing,6,4,0.816,173,missing,G,AJ,0.75,1.27,0.75,2.04,missing,missing
THINGS,OBJECTS,NO,132,24,0.182,0,0,0,0,0,0,12,6,0.401,368,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINGS,OTHER,YES,132,2,0.015,0,0,0,6,0,0,12,5,0.386,368,missing,,,missing,missing,missing,missing,18,14,0.568,1702,2.71,,,1.86,0,0.29,0,missing,missing
THINGS,PLACES,NO,132,2,0.015,0,0,0,0,0,0,12,6,0.401,368,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINGS,POSSESSIONS,NO,132,3,0.023,0,0,0,0,0,0,12,6,0.401,368,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINGS,STUFF,YES,132,38,0.288,0.25,0.0009,1,6,0.0072,1,12,4,0.083,368,missing,,N,missing,missing,missing,missing,16,13,0.213,32,3.71,,,0.73,2.39,0.2,1.35,0,0
THINGS,TO DO,NO,132,2,0.015,0,0,0,0,0,0,12,6,0.401,368,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINGS,TOYS,YES,132,5,0.038,0,0,0,6,0.0004,1,12,4,0.333,368,missing,,,missing,missing,missing,missing,21,10,0.684,11,5.32,,,1.09,0,0.27,0,missing,missing
THINK,BRAIN,YES,176,27,0.153,0.239,0.0412,7,2,0.0092,5,22,11,0.217,433,3.38,,,2.85,5.01,0.65,2.84,17,10,0.467,45,5.32,,,1.62,3.46,0.69,2.18,7,0.579
THINK,COGITATE,NO,176,2,0.011,0,0,0,0,0,0,22,20,0.693,433,3.38,,,2.85,5.01,0.65,2.84,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINK,CONCENTRATE,YES,176,7,0.039,0.459,0,0,2,0.0127,5,22,14,0.312,433,3.38,,,2.85,5.01,0.65,2.84,11,5,0.14,11,2.34,,,1.91,2.22,0.27,1.2,0,0
THINK,CONTEMPLATE,NO,176,2,0.011,0,0,0,0,0,0,22,20,0.693,433,3.38,,,2.85,5.01,0.65,2.84,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINK,DO,YES,176,2,0.011,0,0.0006,1,2,0,0,22,18,0.671,433,3.38,,,2.85,5.01,0.65,2.84,20,17,0.317,1363,2.72,,,1.18,0,0.53,0,missing,missing
THINK,HARD,YES,176,3,0.017,0,0.0106,4,2,0.0002,1,22,15,0.548,433,3.38,,,2.85,5.01,0.65,2.84,10,9,0.839,202,4.21,N,AJ,1,1.24,0.9,2.66,missing,missing
THINK,IDEA,YES,176,7,0.039,0.072,0.0117,2,2,0.0433,5,22,14,0.295,433,3.38,,,2.85,5.01,0.65,2.84,17,11,0.267,195,2.87,,,2.06,3.8,0.41,2.39,2,0.198
THINK,KNOW,YES,176,3,0.017,0.044,0.0034,2,2,0.0057,3,22,16,0.62,433,3.38,,,2.85,5.01,0.65,2.84,24,17,0.348,683,2.7,,,1.62,5.27,0.48,1.62,2,0.167
THINK,KNOWLEDGE,YES,176,3,0.017,0,0.0095,5,2,0.0138,4,22,14,0.428,433,3.38,,,2.85,5.01,0.65,2.84,14,9,0.339,145,1.56,,,2.85,4.77,0.69,1.67,missing,missing
THINK,LEARN,YES,176,4,0.022,0.017,0.0099,6,2,0.0083,5,22,12,0.35,433,3.38,,,2.85,5.01,0.65,2.84,19,12,0.394,84,3.66,,,3,5.46,0.56,2,6,0.325
THINK,MEMORY,YES,176,2,0.011,0.021,0.0013,1,2,0.0329,3,22,16,0.351,433,3.38,,,2.85,5.01,0.65,2.84,15,10,0.315,76,1.78,,,1.86,5.59,0.36,1.32,1,0.014
THINK,MIND,YES,176,16,0.089,0.084,0.0189,6,2,0.0619,3,22,13,0.256,433,3.38,,,2.85,5.01,0.65,2.84,10,5,0.231,325,2.6,N,N,1.67,1.92,0.78,1.46,6,0.369
THINK,PLAN,YES,176,2,0.011,0.02,0.001,1,2,0.0036,2,22,17,0.582,433,3.38,,,2.85,5.01,0.65,2.84,28,25,0.632,205,3.53,,,1.46,3.32,0.36,2.13,1,0.026
THINK,PONDER,YES,176,7,0.039,0.462,0.0003,1,2,0.0055,2,22,17,0.554,433,3.38,,,2.85,5.01,0.65,2.84,5,2,0.055,1,2.78,,,1.8,1.49,0.4,1.07,1,0.025
THINK,PROBLEM,YES,176,2,0.011,0,0,0,2,0.0005,2,22,17,0.654,433,3.38,,,2.85,5.01,0.65,2.84,13,11,0.768,313,3.64,,,1.31,2.93,0.46,1.85,missing,missing
THINK,SCHOOL,YES,176,3,0.017,0,0.0098,4,2,0.0056,3,22,15,0.565,433,3.38,,,2.85,5.01,0.65,2.84,22,17,0.652,492,5.25,T,N,3.35,4.18,0.7,2.65,missing,missing
THINK,SMART,YES,176,3,0.017,0.013,0.021,4,2,0.0035,3,22,14,0.378,433,3.38,,,2.85,5.01,0.65,2.84,14,9,0.817,21,3,T,V,2,3.45,0.77,3.45,4,0.479
THINK,STUDY,YES,176,11,0.061,0.013,0.0054,4,2,0.0048,3,22,14,0.526,433,3.38,,,2.85,5.01,0.65,2.84,20,16,0.52,246,4.1,G,N,3.55,5.19,0.5,1.57,4,0.189
THINK,TALK,YES,176,2,0.011,0,0.0001,1,2,0,0,22,18,0.671,433,3.38,,,2.85,5.01,0.65,2.84,18,14,0.605,154,4.18,,,1.79,0,0.86,0,missing,missing
THINK,THOUGHT,YES,176,16,0.089,0.223,0.0305,6,2,0.0232,4,22,13,0.262,433,3.38,,,2.85,5.01,0.65,2.84,9,4,0.142,442,1.28,,,1.78,2.05,0.67,1.68,6,0.675
THINK,TRY,YES,176,2,0.011,0,0,0,2,0.0022,2,22,17,0.654,433,3.38,,,2.85,5.01,0.65,2.84,16,13,0.591,140,2.5,T,V,1.33,1.55,0.53,2.41,missing,missing
THINK,WONDER,YES,176,2,0.011,0.185,0.012,2,2,0.0025,2,22,17,0.554,433,3.38,,,2.85,5.01,0.65,2.84,14,11,0.597,67,1.94,,,1.36,3.27,0.43,1.53,2,0.29
THINKING,BRAIN,YES,152,22,0.145,0,0.0233,5,2,0.009,4,20,11,0.302,145,missing,,,2.39,4.42,0,1,17,12,0.728,45,5.32,,,1.62,3.46,0.69,2.18,missing,missing
THINKING,BRAINSTORM,NO,152,2,0.013,0,0,0,0,0,0,20,18,0.664,145,missing,,,2.39,4.42,0,1,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINKING,CAP,YES,152,11,0.072,0,0,0,2,0,0,20,17,0.592,145,missing,,,2.39,4.42,0,1,6,6,0.93,27,6.77,N,N,0.67,1.37,0.5,1.15,missing,missing
THINKING,CONCENTRATE,YES,152,2,0.013,0,0,0,2,0.0079,4,20,13,0.407,145,missing,,,2.39,4.42,0,1,11,7,0.621,11,2.34,,,1.91,2.22,0.27,1.2,missing,missing
THINKING,DREAMING,NO,152,2,0.013,0,0,0,0,0,0,20,18,0.664,145,missing,,,2.39,4.42,0,1,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THINKING,FEELING,YES,152,2,0.013,0,0,0,2,0,0,20,17,0.651,145,missing,,,2.39,4.42,0,1,18,16,0.793,172,2.33,,,2.5,5.61,0.31,1.68,missing,missing
THINKING,HARD,YES,152,3,0.02,0,0.0083,6,2,0.0005,2,20,11,0.526,145,missing,,,2.39,4.42,0,1,10,8,0.826,202,4.21,N,AJ,1,1.24,0.9,2.66,missing,missing
THINKING,IDEA,YES,152,3,0.02,0,0.0105,1,2,0.0407,3,20,14,0.367,145,missing,,,2.39,4.42,0,1,17,14,0.391,195,2.87,,,2.06,3.8,0.41,2.39,missing,missing
THINKING,INTELLIGENT,YES,152,2,0.013,0,0.0076,1,2,0.0284,2,20,15,0.566,145,missing,,,2.39,4.42,0,1,8,5,0.126,26,3,,,2.14,3.63,0.43,1.22,missing,missing
THINKING,LEARNING,YES,152,3,0.02,0,0,0,2,0.0095,4,20,13,0.526,145,missing,,,2.39,4.42,0,1,16,8,0.367,60,missing,,,3.08,3.46,0,1,missing,missing
THINKING,MIND,YES,152,7,0.046,0,0.0157,6,2,0.0586,2,20,11,0.302,145,missing,,,2.39,4.42,0,1,10,7,0.329,325,2.6,N,N,1.67,1.92,0.78,1.46,missing,missing
THINKING,PONDER,YES,152,8,0.053,0,0,0,2,0.0024,1,20,16,0.525,145,missing,,,2.39,4.42,0,1,5,4,0.793,1,2.78,,,1.8,1.49,0.4,1.07,missing,missing
THINKING,PROCESS,YES,152,4,0.026,0,0.0017,1,2,0.0002,1,20,15,0.539,145,missing,,,2.39,4.42,0,1,25,21,0.601,196,2.56,,,1.09,2.5,0.09,1.11,missing,missing
THINKING,QUIET,YES,152,2,0.013,0,0.0004,1,2,0,0,20,16,0.618,145,missing,,,2.39,4.42,0,1,12,10,0.873,76,3.7,,,0.5,1.96,0.7,1.8,missing,missing
THINKING,SCHOOL,YES,152,4,0.026,0,0.0088,5,2,0.0042,3,20,12,0.539,145,missing,,,2.39,4.42,0,1,22,17,0.59,492,5.25,T,N,3.35,4.18,0.7,2.65,missing,missing
THINKING,SMART,YES,152,6,0.039,0,0.0241,3,2,0.005,3,20,13,0.401,145,missing,,,2.39,4.42,0,1,14,10,0.655,21,3,T,V,2,3.45,0.77,3.45,missing,missing
THINKING,STUDY,YES,152,5,0.033,0,0.004,4,2,0.0064,5,20,10,0.513,145,missing,,,2.39,4.42,0,1,20,15,0.467,246,4.1,G,N,3.55,5.19,0.5,1.57,missing,missing
THINKING,TEST,YES,152,2,0.013,0,0.0004,1,2,0.004,3,20,14,0.572,145,missing,,,2.39,4.42,0,1,17,13,0.632,119,5.08,G,N,1.75,3.54,0.69,3.29,missing,missing
THINKING,THOUGHT,YES,152,13,0.086,0,0.0186,4,2,0.0165,4,20,12,0.288,145,missing,,,2.39,4.42,0,1,9,5,0.359,442,1.28,,,1.78,2.05,0.67,1.68,missing,missing
THINKING,WORK,YES,152,2,0.013,0,0.0086,5,2,0.0034,2,20,12,0.401,145,missing,,,2.39,4.42,0,1,19,17,0.605,760,3.88,N,N,1.63,3.11,0.68,3.01,missing,missing
THIRD,BASE,YES,150,16,0.107,0.013,0,0,1,0.0017,2,16,12,0.46,190,missing,,,missing,missing,missing,missing,20,16,0.69,91,4.34,N,N,0.84,2.75,0.32,1.44,0,0
THIRD,BRONZE,YES,150,4,0.027,0.013,0,0,1,0,0,16,14,0.606,190,missing,,,missing,missing,missing,missing,10,9,0.853,11,6.57,,,1.5,2.85,0.4,1.13,0,0
THIRD,DEGREE,YES,150,4,0.027,0,0,0,1,0,0,16,14,0.606,190,missing,,,missing,missing,missing,missing,17,14,0.7,125,missing,G,N,1.57,0,0.36,0,missing,missing
THIRD,FIRST,YES,150,8,0.053,0,0.0896,6,1,0.0424,4,16,7,0.227,190,missing,,,missing,missing,missing,missing,11,7,0.162,1360,3.07,,,0.45,1.25,0.36,2.4,missing,missing
THIRD,FOURTH,NO,150,31,0.207,0,0,0,0,0,0,16,15,0.633,190,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THIRD,GRADE,YES,150,2,0.013,0,0.0012,1,1,0,0,16,13,0.567,190,missing,,,missing,missing,missing,missing,14,13,0.741,35,3.7,N,N,1,1.55,0.54,1.3,missing,missing
THIRD,HOME,YES,150,2,0.013,0,0.0028,1,1,0,0,16,13,0.513,190,missing,,,missing,missing,missing,missing,15,15,0.769,547,6.25,,,1.47,2.12,0.4,1.9,missing,missing
THIRD,LAST,YES,150,7,0.047,0,0.0268,3,1,0.0305,1,16,11,0.407,190,missing,,,missing,missing,missing,missing,8,7,0.299,676,2.79,,,0.62,1.84,0.5,1.57,missing,missing
THIRD,MIDDLE,YES,150,2,0.013,0,0.0016,1,1,0.0027,2,16,11,0.407,190,missing,,,missing,missing,missing,missing,19,17,0.69,118,2.83,,,0.89,3.35,0.32,1.9,missing,missing
THIRD,NUMBER,YES,150,4,0.027,0,0.0095,1,1,0.0013,1,16,13,0.513,190,missing,,,missing,missing,missing,missing,17,15,0.807,472,3.76,G,N,1.31,3.9,0.81,1.95,missing,missing
THIRD,PLACE,YES,150,7,0.047,0,0.0027,2,1,0.0015,1,16,12,0.52,190,missing,,,missing,missing,missing,missing,22,17,0.55,571,3.98,,,1.33,3.25,0.39,2.3,missing,missing
THIRD,POSITION,YES,150,2,0.013,0,0,0,1,0.0085,2,16,12,0.52,190,missing,,,missing,missing,missing,missing,16,14,0.417,241,3.31,,,0.94,2.34,0.13,1.13,missing,missing
THIRD,SECOND,YES,150,17,0.113,0.08,0.0092,1,1,0.0281,3,16,11,0.407,190,missing,,,missing,missing,missing,missing,10,5,0.267,373,3.61,N,AJ,1.22,2.35,0.33,1.66,0,0
THIRD,THREE,YES,150,14,0.093,0,0.0004,1,1,0.0028,1,16,13,0.513,190,missing,,,missing,missing,missing,missing,12,8,0.599,610,missing,,,1.33,0,0.44,0,missing,missing
THIRD,WHEEL,YES,150,2,0.013,0,0,0,1,0,0,16,14,0.62,190,missing,,,missing,missing,missing,missing,14,12,0.833,56,5.53,,,1.17,2.24,0.42,1.55,missing,missing
THIRD,WORLD,YES,150,4,0.027,0,0,0,1,0,0,16,14,0.606,190,missing,,,missing,missing,missing,missing,12,12,0.867,787,5.29,,,1.5,2.37,0.58,2.48,missing,missing
THIRST,COKE,YES,173,2,0.012,0,0.017,1,0,0.0625,1,6,4,0.652,4,4.41,,,1.17,1.61,0.83,2.03,9,6,0.629,4,5.68,,,1.57,1.94,0.71,1.32,missing,missing
THIRST,DRINK,YES,173,49,0.283,0.087,0.0556,3,0,0.0466,3,6,2,0.26,4,4.41,,,1.17,1.61,0.83,2.03,20,15,0.489,82,4.95,G,V,2.58,5.58,0.9,3.03,3,0.426
THIRST,DRY,YES,173,14,0.081,0.011,0,0,0,0,0,6,5,0.866,4,4.41,,,1.17,1.61,0.83,2.03,18,17,0.831,68,3.36,W,AJ,0.83,3.32,0.39,2.07,0,0
THIRST,HUNGER,YES,173,31,0.179,0.082,0,0,0,0,0,6,5,0.768,4,4.41,,,1.17,1.61,0.83,2.03,15,12,0.718,17,4.16,,,2.46,4.5,0.31,1.25,0,0
THIRST,QUENCH,YES,173,16,0.097,0.815,0.0031,1,0,0.0155,2,6,3,0.272,4,4.41,,,1.17,1.61,0.83,2.03,5,2,0.022,1,3.45,,,1.8,2.24,0.4,1.11,1,0.011
THIRST,WATER,YES,173,51,0.295,0.036,0.0446,2,0,0.0473,1,6,3,0.272,4,4.41,,,1.17,1.61,0.83,2.03,18,16,0.519,442,6.27,,,2,3.99,0.94,4.77,2,0.168
THIRSTY,BEER,YES,147,2,0.014,0,0.0253,2,1,0.0424,1,13,9,0.599,5,4.04,,,1.92,3.73,0.25,1.56,22,17,0.586,34,5.83,,,2.17,4.67,0.67,3.02,missing,missing
THIRSTY,COKE,YES,147,3,0.02,0,0.0181,2,1,0.0557,2,13,9,0.641,5,4.04,,,1.92,3.73,0.25,1.56,9,5,0.472,4,5.68,,,1.57,1.94,0.71,1.32,missing,missing
THIRSTY,DRINK,YES,147,35,0.238,0,0.0622,5,1,0.0506,5,13,6,0.253,5,4.04,,,1.92,3.73,0.25,1.56,20,14,0.44,82,4.95,G,V,2.58,5.58,0.9,3.03,missing,missing
THIRSTY,DRY,YES,147,5,0.034,0,0.0131,2,1,0.0073,2,13,8,0.816,5,4.04,,,1.92,3.73,0.25,1.56,18,16,0.32,68,3.36,W,AJ,0.83,3.32,0.39,2.07,missing,missing
THIRSTY,GATORAID,NO,147,2,0.014,0,0,0,0,0,0,13,12,0.919,5,4.04,,,1.92,3.73,0.25,1.56,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
THIRSTY,HOT,YES,147,2,0.014,0,0.0009,1,1,0,0,13,10,0.871,5,4.04,,,1.92,3.73,0.25,1.56,8,8,0.893,130,5.03,G,AJ,1.12,1.63,0.88,2.26,missing,missing
THIRSTY,HUNGRY,YES,147,20,0.136,0.052,0,0,1,0.0002,1,13,10,0.769,5,4.04,,,1.92,3.73,0.25,1.56,12,10,0.786,23,4.24,,,1.5,2.56,0.58,2.37,0,0
THIRSTY,PARCHED,YES,147,6,0.041,0.463,0,0,1,0.0183,3,13,8,0.524,5,4.04,,,1.92,3.73,0.25,1.56,7,3,0.095,2,missing,,,0.86,1.32,0.14,1.04,0,0
